,component1,component2,component3,component4,component5,component6,component7,component8,component9,component10,component11,component12,component13,component14,component15,component16,component17,component18,component19,component20,component21,component22,component23
0,0.7222239919252538,-1.901332918744145,1.0287407942510367,-0.5092503514754901,-0.12473422253314492,-1.1377046297350608,-0.07389295107752075,0.9815220438113222,-0.4801805025561436,-0.24665896208043175,1.2272833072291378,-0.26966495787314426,0.9036670092197959,0.20605900474210875,0.8918190608421072,-0.9308815374735507,1.5367369272139362,-0.564099337513248,0.09123330438435648,-0.14259731206208465,-0.3589141058064898,-0.6528409493205779,-0.7188766470983807
1,2.2901880006561517,1.1153577908189911,-0.9474980349251374,1.3442223658189734,0.3264682808659524,-1.3180683739421686,0.342347869678612,1.031695580986189,0.7109088778182093,0.6312350110492512,-0.6758532266572603,-1.4911406362228175,0.14810415804278407,0.6153540906243399,0.9312567328048389,-0.1898290184683652,0.4588322828334102,-0.5131258952532581,-0.22868393061259626,0.508113501234562,-0.06569797191077506,0.6469603996634227,-0.25775823647931956
2,-0.14908974245859213,0.6724863754112063,-0.34352383227225947,-2.331097462273429,1.1280624341129761,-2.4762172428881293,0.8596179332520267,0.7358706577751315,1.0760981793029625,-0.06942907511196537,-0.9852835984979293,-1.4994627277090766,1.3505946617943378,-0.2282198749519456,0.24296002944907788,0.2655741490220167,1.6167319499384507,-0.21766181470663803,0.14693889703695281,0.04349112359482149,-0.998582474190191,-1.4180479881092436,-1.1145329213828885
3,-1.01178407127171,-0.9549399083615105,-2.1463832157120017,1.3230268488300807,0.5082129426863479,0.43894937774930864,-0.9715813254790817,0.7912485300409514,-1.115066728373774,0.7092425774542054,-0.62811059052297,0.6943458155926152,-1.7962471747073083,-1.0846203441116575,-0.22442445981643735,-1.0816962743908225,1.712481355393759,0.1421495967495127,0.49168773568770274,0.4109381520447613,-0.6696094174471869,1.3198245382865865,1.193240522228116
4,-2.528052560613965,4.245355831944454,3.7523698341607274,2.033543121824589,1.68272213139995,-0.6785652803890718,1.308704006356654,-2.519936250519,0.5779789406251395,0.9213961191057947,-0.6146746139132956,0.3274045322331017,0.4238182918813118,-0.5539530531755855,-0.08566566980576919,0.03335856162896997,-0.9008214783749273,0.01493799576807313,0.36997985216703944,0.5998432996186531,-0.005400439096479289,0.02819139502881778,0.2695965670538681
5,-0.3776927858834818,-0.18123588171392935,-0.6019569410888699,-0.32707285052156543,2.048619868987754,0.09588621366655851,-0.03795418879263253,-0.15541701885740908,-1.7061099084717672,0.6444068693865058,-0.6328595964796995,-0.5390293515857393,1.7896627380909769,-0.6281377605422339,-0.967007776408627,-1.2734186953825934,1.490051428663108,0.6241891135224467,0.2148381322917108,-0.5154440926489542,-0.4802578836884553,0.10916687123711986,-2.0287082883170613
6,2.792716946356121,0.8041894919669083,0.9512529346192591,-0.4260051216856368,1.0083477011830024,-1.3565478278666163,1.398981319463087,-0.6017972870166998,1.1439458535161322,-0.6957681615857925,0.7146140229837816,1.440376602437685,-0.27101538428027333,-0.37436040225663775,-0.26546499938554796,-0.01683912040401406,-0.2562464977199836,1.5306319503675854,0.4982127052764674,0.6576112924908887,-0.5456830788396735,-0.5394363106445899,0.884053182195722
7,0.7892346992111872,-0.9969393781941263,-0.9500910123111318,0.2649611836909541,1.5019539290766828,0.4612466353495174,0.8521297320065815,0.33686523244330857,-0.24016761436683023,0.81737459384194,0.07794188374557465,-0.4755163505335099,0.03539471199206749,-0.9105458327383387,-0.45037615812328347,-0.5832195046660031,-0.9752038616552217,0.15786763478995539,0.7306320452729022,-0.03306556727586664,1.0538024017558014,-0.6852374418964801,0.5483051128963246
8,1.2149770703283784,-0.8856946055037602,-1.9913837170570245,-0.025272615903751558,-0.19514575277686125,-0.13597989332007723,-0.8312371746561192,-0.22424838976662465,-0.25991843510447343,-1.2198393870338073,0.496551590891769,0.3489971999855553,-0.8833916746481388,0.7025038903927409,0.2583083318565009,-0.11019227209492403,1.129102044870425,-0.5335161397149883,-0.48370822268494024,-0.11556657575809498,0.060373531980388154,-0.07178059456673999,-0.2956174216538062
9,-0.7136458579549481,-0.6365067634752845,-0.37369915358024397,0.2825790007840051,-1.507875188679139,0.36566034132924646,1.3594707431706776,0.810991155877068,-0.6224655446451265,-0.8721885159990143,0.3460765222602006,-1.0842369307899975,-0.08088894026918493,1.3013593830719923,-0.3454259100857213,0.04015050323656874,-0.47252062970993713,0.7354792368623997,-0.8811131175654554,-0.4752697019583197,0.02328200798054019,0.022785561460109054,0.35008820053317186
